轮播频道,#genre#
CCTV3,http://223.95.198.3:8000/hls/3/index.m3u8
CCTV4,http://223.95.198.3:8000/hls/4/index.m3u8
CCTV5,http://223.95.198.3:8000/hls/5/index.m3u8
CCTV6,http://223.95.198.3:8000/hls/6/index.m3u8
CCTV7,http://223.95.198.3:8000/hls/7/index.m3u8
CCTV8,http://223.95.198.3:8000/hls/8/index.m3u8
CCTV9,http://223.95.198.3:8000/hls/9/index.m3u8
CCTV10,http://223.95.198.3:8000/hls/10/index.m3u8
CCTV11,http://223.95.198.3:8000/hls/11/index.m3u8
CCTV12,http://223.95.198.3:8000/hls/12/index.m3u8
CCTV13,http://223.95.198.3:8000/hls/13/index.m3u8
CCTV14,http://223.95.198.3:8000/hls/14/index.m3u8
CCTV15,http://223.95.198.3:8000/hls/15/index.m3u8
CCTV16,http://223.95.198.3:8000/hls/16/index.m3u8
CCTV17,http://223.95.198.3:8000/hls/17/index.m3u8
浙江卫视,http://223.95.198.3:8000/hls/24/index.m3u8
北京卫视,http://223.95.198.3:8000/hls/21/index.m3u8
东方卫视,http://223.95.198.3:8000/hls/22/index.m3u8
深圳卫视,http://223.95.198.3:8000/hls/23/index.m3u8
湖南卫视,http://223.95.198.3:8000/hls/25/index.m3u8
天津卫视,http://223.95.198.3:8000/hls/26/index.m3u8
河北卫视,http://223.95.198.3:8000/hls/27/index.m3u8
江苏卫视,http://223.95.198.3:8000/hls/28/index.m3u8
山东卫视,http://223.95.198.3:8000/hls/29/index.m3u8
河南卫视,http://223.95.198.3:8000/hls/31/index.m3u8
湖北卫视,http://223.95.198.3:8000/hls/32/index.m3u8
安徽卫视,http://223.95.198.3:8000/hls/30/index.m3u8
辽宁卫视,http://223.95.198.3:8000/hls/34/index.m3u8
黑龙江卫视,http://223.95.198.3:8000/hls/33/index.m3u8
吉林卫视,http://223.95.198.3:8000/hls/35/index.m3u8
重庆卫视,http://223.95.198.3:8000/hls/36/index.m3u8
广西卫视,http://223.95.198.3:8000/hls/39/index.m3u8
广东卫视,http://223.95.198.3:8000/hls/38/index.m3u8
四川卫视,http://223.95.198.3:8000/hls/37/index.m3u8
江西卫视,http://223.95.198.3:8000/hls/40/index.m3u8
陕西卫视,http://223.95.198.3:8000/hls/43/index.m3u8
海南卫视,http://223.95.198.3:8000/hls/41/index.m3u8
甘肃卫视,http://223.95.198.3:8000/hls/42/index.m3u8
云南卫视,http://223.95.198.3:8000/hls/44/index.m3u8
云南卫视,http://223.95.198.3:8000/hls/45/index.m3u8
青海卫视,http://223.95.198.3:8000/hls/47/index.m3u8

CCTV1,http://222.223.41.27:8888/hls/1/index.m3u8
CCTV2,http://222.223.41.27:8888/hls/2/index.m3u8
CCTV3,http://222.223.41.27:8888/hls/3/index.m3u8
CCTV4,http://222.223.41.27:8888/hls/4/index.m3u8
CCTV5,http://222.223.41.27:8888/hls/5/index.m3u8
CCTV6,http://222.223.41.27:8888/hls/6/index.m3u8
CCTV7,http://222.223.41.27:8888/hls/7/index.m3u8
CCTV8,http://222.223.41.27:8888/hls/8/index.m3u8
CCTV9,http://222.223.41.27:8888/hls/9/index.m3u8
CCTV10,http://222.223.41.27:8888/hls/10/index.m3u8
CCTV11,http://222.223.41.27:8888/hls/11/index.m3u8
CCTV12,http://222.223.41.27:8888/hls/12/index.m3u8
CCTV13,http://222.223.41.27:8888/hls/13/index.m3u8
CCTV14,http://222.223.41.27:8888/hls/14/index.m3u8
CCTV15,http://222.223.41.27:8888/hls/15/index.m3u8
河北卫视,http://222.223.41.27:8888/hls/16/index.m3u8
湖南卫视,http://222.223.41.27:8888/hls/27/index.m3u8
浙江卫视,http://222.223.41.27:8888/hls/28/index.m3u8
江苏卫视,http://222.223.41.27:8888/hls/29/index.m3u8
安徽卫视,http://222.223.41.27:8888/hls/30/index.m3u8
北京卫视,http://222.223.41.27:8888/hls/31/index.m3u8
天津卫视,http://222.223.41.27:8888/hls/32/index.m3u8
辽宁卫视,http://222.223.41.27:8888/hls/33/index.m3u8
山东卫视,http://222.223.41.27:8888/hls/34/index.m3u8
云南卫视,http://222.223.41.27:8888/hls/35/index.m3u8
河南卫视,http://222.223.41.27:8888/hls/36/index.m3u8
四川卫视,http://222.223.41.27:8888/hls/37/index.m3u8
江西卫视,http://222.223.41.27:8888/hls/38/index.m3u8
贵州卫视,http://222.223.41.27:8888/hls/39/index.m3u8
深圳卫视,http://222.223.41.27:8888/hls/40/index.m3u8
湖北卫视,http://222.223.41.27:8888/hls/41/index.m3u8
东方卫视,http://222.223.41.27:8888/hls/42/index.m3u8
重庆卫视,http://222.223.41.27:8888/hls/43/index.m3u8
东南卫视,http://222.223.41.27:8888/hls/44/index.m3u8
广东卫视,http://222.223.41.27:8888/hls/45/index.m3u8
广西卫视,http://222.223.41.27:8888/hls/46/index.m3u8
吉林卫视,http://222.223.41.27:8888/hls/47/index.m3u8

CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8$四川电信
CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV1,http://69.30.246.194/live/cctv1.m3u8$堪萨斯城
CCTV2,http://222.214.208.34:59901/tsfile/live/0002_1.m3u8$四川电信
CCTV2,http://218.17.33.178:53290/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV3,http://222.214.208.34:59901/tsfile/live/0003_1.m3u8$四川电信
CCTV3,http://218.17.33.178:53290/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV4,http://222.214.208.34:59901/tsfile/live/0004_1.m3u8$四川电信
CCTV4,http://218.17.33.178:53290/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV4,http://69.30.246.194/live/cctv4.m3u8$堪萨斯城
CCTV5,http://222.214.208.34:59901/tsfile/live/0005_1.m3u8$四川电信
CCTV5,http://218.17.33.178:53290/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV5+,http://222.214.208.34:59901/tsfile/live/0016_1.m3u8$四川电信
CCTV5+,http://218.17.33.178:53290/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV5+,http://69.30.246.194/live/cctv5p.m3u8$堪萨斯城
CCTV6,http://222.214.208.34:59901/tsfile/live/0006_1.m3u8$四川电信
CCTV6,http://218.17.33.178:53290/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV7,http://222.214.208.34:59901/tsfile/live/0007_1.m3u8$四川电信
CCTV7,http://218.17.33.178:53290/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV8,http://222.214.208.34:59901/tsfile/live/0008_1.m3u8$四川电信
CCTV8,http://218.17.33.178:53290/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV9,http://222.214.208.34:59901/tsfile/live/0009_1.m3u8$四川电信
CCTV9,http://218.17.33.178:53290/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV10,http://222.214.208.34:59901/tsfile/live/0010_1.m3u8$四川电信
CCTV11,http://222.214.208.34:59901/tsfile/live/0011_1.m3u8$四川电信
CCTV11,http://69.30.246.194/live/cctv11.m3u8$堪萨斯城
CCTV12,http://222.214.208.34:59901/tsfile/live/0012_1.m3u8$四川电信
CCTV12,http://69.30.246.194/live/cctv12.m3u8$堪萨斯城
CCTV13,http://222.214.208.34:59901/tsfile/live/0013_1.m3u8$四川电信
CCTV13,http://69.30.246.194/live/cctv13.m3u8$堪萨斯城
CCTV14,http://222.214.208.34:59901/tsfile/live/0014_1.m3u8$四川电信
CCTV14,http://69.30.246.194/live/cctv14.m3u8$堪萨斯城
CCTV15,http://222.214.208.34:59901/tsfile/live/0015_1.m3u8$四川电信
CCTV15,http://69.30.246.194/live/cctv15.m3u8$堪萨斯城
CCTV16,http://69.30.246.194/live/cctv16.m3u8$堪萨斯城
CCTV17,http://218.17.33.178:53290/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
CCTV17,http://69.30.246.194/live/cctv17.m3u8$堪萨斯城
北京卫视,http://222.214.208.34:59901/tsfile/live/0122_1.m3u8$四川电信
湖南卫视,http://222.214.208.34:59901/tsfile/live/0128_1.m3u8$四川电信
湖南卫视,http://218.17.33.178:53290/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
浙江卫视,http://222.214.208.34:59901/tsfile/live/0124_1.m3u8$四川电信
浙江卫视,http://218.17.33.178:53290/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$深圳电信
江苏卫视,http://222.214.208.34:59901/tsfile/live/0127_1.m3u8$四川电信
东方卫视,http://222.214.208.34:59901/tsfile/live/0018_1.m3u8$四川电信
东南卫视,http://222.214.208.34:59901/tsfile/live/0137_1.m3u8$四川电信
云南卫视,http://222.214.208.34:59901/tsfile/live/0107_1.m3u8$四川电信
四川卫视,http://222.214.208.34:59901/tsfile/live/0017_1.m3u8$四川电信
天津卫视,http://222.214.208.34:59901/tsfile/live/0135_1.m3u8$四川电信
安徽卫视,http://222.214.208.34:59901/tsfile/live/0130_1.m3u8$四川电信
山东卫视,http://222.214.208.34:59901/tsfile/live/0131_1.m3u8$四川电信
广东卫视,http://222.214.208.34:59901/tsfile/live/0125_1.m3u8$四川电信
江西卫视,http://222.214.208.34:59901/tsfile/live/0138_1.m3u8$四川电信
河北卫视,http://222.214.208.34:59901/tsfile/live/1001_1.m3u8$四川电信
深圳卫视,http://222.214.208.34:59901/tsfile/live/0126_1.m3u8$四川电信
湖北卫视,http://222.214.208.34:59901/tsfile/live/0132_1.m3u8$四川电信
贵州卫视,http://222.214.208.34:59901/tsfile/live/0120_1.m3u8$四川电信
重庆卫视,http://222.214.208.34:59901/tsfile/live/0142_1.m3u8$四川电信
青海卫视,http://222.214.208.34:59901/tsfile/live/1007_1.m3u8$四川电信
广西卫视,http://222.214.208.34:59901/tsfile/live/0113_1.m3u8$四川电信
山西卫视,http://222.214.208.34:59901/tsfile/live/0114_1.m3u8$四川电信

组播频道,#genre#
盗源狗死全家
CCTV1,http://www.lizhinas.top:10086/rtp/239.252.219.200:5140
CCTV2,http://www.lizhinas.top:10086/rtp/239.252.220.183:5140
CCTV3,http://www.lizhinas.top:10086/rtp/239.252.219.252:5140
CCTV4,http://www.lizhinas.top:10086/rtp/239.252.220.184:5140
CCTV5,http://www.lizhinas.top:10086/rtp/239.252.219.236:5140
CCTV5+,http://www.lizhinas.top:10086/rtp/239.252.219.72:5140
CCTV6,http://www.lizhinas.top:10086/rtp/239.252.219.237:5140
CCTV7,http://www.lizhinas.top:10086/rtp/239.252.220.185:5140
CCTV8,http://www.lizhinas.top:10086/rtp/239.252.219.253:5140
CCTV9,http://www.lizhinas.top:10086/rtp/239.252.220.186:5140
CCTV10,http://www.lizhinas.top:10086/rtp/239.252.220.91:5140
CCTV11,http://www.lizhinas.top:10086/rtp/239.252.219.78:5140
CCTV12,http://www.lizhinas.top:10086/rtp/239.252.220.187:5140
CCTV13,http://www.lizhinas.top:10086/rtp/239.252.219.139:5140
CCTV14,http://www.lizhinas.top:10086/rtp/239.252.220.92:5140
CCTV15,http://www.lizhinas.top:10086/rtp/239.252.219.79:5140
CCTV16,http://www.lizhinas.top:10086/rtp/239.252.220.237:5140
CCTV17,http://www.lizhinas.top:10086/rtp/239.252.220.192:5140
江西卫视,http://www.lizhinas.top:10086/rtp/239.252.220.63:5140
湖南卫视,http://www.lizhinas.top:10086/rtp/239.252.219.201:5140
浙江卫视,http://www.lizhinas.top:10086/rtp/239.252.219.210:5140
江苏卫视,http://www.lizhinas.top:10086/rtp/239.252.219.214:5140
东方卫视,http://www.lizhinas.top:10086/rtp/239.252.219.229:5140
北京卫视,http://www.lizhinas.top:10086/rtp/239.252.219.206:5140
广东卫视,http://www.lizhinas.top:10086/rtp/239.252.219.213:5140
深圳卫视,http://www.lizhinas.top:10086/rtp/239.252.219.212:5140
湖北卫视,http://www.lizhinas.top:10086/rtp/239.252.219.208:5140
天津卫视,http://www.lizhinas.top:10086/rtp/239.252.220.61:5140
安徽卫视,http://www.lizhinas.top:10086/rtp/239.252.220.83:5140
辽宁卫视,http://www.lizhinas.top:10086/rtp/239.252.220.62:5140
山东卫视,http://www.lizhinas.top:10086/rtp/239.252.219.228:5140
黑龙江卫视,http://www.lizhinas.top:10086/rtp/239.252.219.211:5140
东南卫视,http://www.lizhinas.top:10086/rtp/239.252.220.82:5140
云南卫视,http://www.lizhinas.top:10086/rtp/239.252.219.185:5140
吉林卫视,http://www.lizhinas.top:10086/rtp/239.252.220.188:5140
西藏卫视,http://www.lizhinas.top:10086/rtp/239.252.219.106:5140
广西卫视,http://www.lizhinas.top:10086/rtp/239.252.219.183:5140
宁夏卫视,http://www.lizhinas.top:10086/rtp/239.252.219.104:5140
河南卫视,http://www.lizhinas.top:10086/rtp/239.252.220.189:5140
重庆卫视,http://www.lizhinas.top:10086/rtp/239.252.220.94:5140
甘肃卫视,http://www.lizhinas.top:10086/rtp/239.252.219.140:5140
海南卫视,http://www.lizhinas.top:10086/rtp/239.252.219.178:5140
四川卫视,http://www.lizhinas.top:10086/rtp/239.252.220.93:5140
山西卫视,http://www.lizhinas.top:10086/rtp/239.252.219.27:5140
贵州卫视,http://www.lizhinas.top:10086/rtp/239.252.220.190:5140
河北卫视,http://www.lizhinas.top:10086/rtp/239.252.220.154:5140
青海卫视,http://www.lizhinas.top:10086/rtp/239.252.219.46:5140
陕西卫视,http://www.lizhinas.top:10086/rtp/239.252.219.105:5140
内蒙古卫视,http://www.lizhinas.top:10086/rtp/239.252.219.48:5140
新疆卫视,http://www.lizhinas.top:10086/rtp/239.252.219.100:5140
兵团卫视,http://www.lizhinas.top:10086/rtp/239.252.219.107:5140
厦门卫视,http://www.lizhinas.top:10086/rtp/239.252.219.75:5140
三沙卫视,http://www.lizhinas.top:10086/rtp/239.252.219.76:5140

CCTV1,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.52:5140
CCTV2,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.68:5140
CCTV3,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.69:5140
CCTV4,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.70:5140
CCTV5,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.71:5140
CCTV5+,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.67:5140
CCTV6,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.72:5140
CCTV7,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.73:5140
CCTV8,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.74:5140
CCTV9,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.75:5140
CCTV10,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.76:5140
CCTV11,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.77:5140
CCTV12,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.78:5140
CCTV13,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.79:5140
CCTV14,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.80:5140
CCTV15,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.81:5140
CCTV16,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.82:5140
CCTV17,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.83:5140
四川卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.99:5140
重庆卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.100:5140
江苏卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.85:5140
浙江卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.84:5140
东方卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.51:5140
深圳卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.89:5140
北京卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.87:5140
山东卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.91:5140
天津卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.97:5140
贵州卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.101:5140
云南卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.106:5140
广西卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.107:5140
黑龙江卫视,http://jasonzhangnas.f3322.net:7088/rtp/233.18.204.90:5140
